Index,smiles,complexity,atoms,DelE_red(V),MW,btz,scaffold1,scaffold2,scaffold3,scaffold4,scaffold5
426,CCCN1CN(CC)c2c1cc1nsnc1c2NC,6,19,1.16,277.1361166,1,1,0,0,0,0
427,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,6,20,1.09,291.1517667,1,1,0,0,0,0
428,CNc1c2c(cc3nsnc13)OC(C(C)C)CO2,5,18,1.42,265.0884977,1,0,0,1,0,0
429,COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,19,1.15,278.1201322,1,0,1,0,0,0
430,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,6,20,1.24,291.1517667,1,1,0,0,0,0
431,CCCNc1c2c(cc3nsnc13)C1CCC2C1,2,18,1.58,259.1143185,1,0,0,0,1,0
432,CNc1c2c(cc3nsnc13)N(C)CN2C,6,16,1.27,235.0891664,1,1,0,0,0,0
433,CCCNc1c2c(c(CC)c3nsnc13)OCCO2,4,19,1.43,279.1041478,1,0,0,1,0,0
434,CCC1Oc2cc3nsnc3c(C)c2OC1CC,6,18,1.33,264.0932488,1,0,0,1,0,0
435,CCCN1CN(CCOC)c2cc3nsnc3cc21,5,19,1.02,278.1201322,1,1,0,0,0,0
436,CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,6,18,1.44,265.0884977,1,0,0,1,0,0
437,CC1(C)CNc2c1c1c(c3nsnc23)CCO1,4,17,1.44,247.077933,1,0,0,0,0,0
438,CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,6,18,1.31,265.0884977,1,0,0,1,0,0
439,CCc1c(OC)cc(NC)c2nsnc12,6,15,1.39,223.077933,1,0,0,0,0,0
440,CNc1c2c(c(C)c3nsnc13)OC(C)CO2,6,17,1.44,251.0728477,1,0,0,1,0,0
441,CCCCNc1cc(OC)cc2nsnc12,4,16,1.33,237.0935831,1,0,0,0,0,0
442,CCC1Cc2cc3nsnc3c(C)c2O1,4,15,1.49,220.067034,1,0,0,0,0,0
443,CNc1cc2c(c3nsnc13)C(C)(C)CO2,4,16,1.39,235.077933,1,0,0,0,0,0
444,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,6,18,1.02,263.1204665,1,1,0,0,0,0
445,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,6,19,1.05,277.1361166,1,1,0,0,0,0
446,CCC1COc2c(c(OC)cc3nsnc23)O1,4,17,1.36,252.0568632,1,0,0,0,0,0
447,CCCC1Oc2cc3nsnc3c(NC)c2OC1C,6,19,1.43,279.1041478,1,0,0,1,0,0
448,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,6,20,1.27,292.1357823,1,1,0,0,0,0
449,CCCOc1cc(NC)c2nsnc2c1C,6,16,1.4,237.0935831,1,0,0,0,0,0
450,CCNc1c2c(c(CC)c3nsnc13)OCCO2,5,18,1.22,265.0884977,1,0,0,1,0,0
451,CCCCC1COc2c(cc3nsnc3c2NC)O1,4,19,1.45,279.1041478,1,0,0,1,0,0
452,CNc1cc2c(c3nsnc13)C(C)CO2,4,15,1.4,221.062283,1,0,0,0,0,0
453,CCCC1COc2c(c(NC)c3nsnc3c2C)O1,6,19,1.35,279.1041478,1,0,0,1,0,0
454,COc1cc2nsnc2c2c1OC(C)CO2,4,16,1.49,238.0412132,1,0,0,0,0,0
455,CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,4,18,1.52,264.0932488,1,0,0,1,0,0
456,CCC1COc2c(c(NC)c3nsnc3c2C)O1,6,18,1.37,265.0884977,1,0,0,1,0,0
457,CCCCNc1c2c(c(C)c3nsnc13)OCCO2,4,19,1.36,279.1041478,1,0,0,1,0,0
458,COCCNc1c2c(cc3nsnc13)N(C)CN2C,7,19,1.11,279.1153812,1,1,0,0,0,0
459,CCCC1COc2c(cc3nsnc3c2NC)O1,4,18,1.42,265.0884977,1,0,0,1,0,0
460,CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,5,18,1.4,265.0884977,1,0,0,1,0,0
461,CCCC1COc2cc3nsnc3c(NC)c2O1,4,18,1.45,265.0884977,1,0,0,1,0,0
462,CCCCNc1c2c(cc3nsnc13)OC(C)CO2,4,19,1.29,279.1041478,1,0,0,1,0,0
463,CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,4,19,1.43,278.1088988,1,0,0,1,0,0
464,CCOc1c(OC)cc2nsnc2c1NC,6,16,1.41,239.0728477,1,0,0,0,0,0
465,CNc1c2c(c(C)c3nsnc13)OCC(C)O2,6,17,1.44,251.0728477,1,0,0,1,0,0
466,CCCC1COc2cc3nsnc3c(NCC)c2O1,5,19,1.18,279.1041478,1,0,0,1,0,0
467,CC(C)CNc1c2c(cc3nsnc13)OCCO2,3,18,1.41,265.0884977,1,0,0,1,0,0
468,CNc1c2c(cc3nsnc13)OCC2OC,5,16,1.46,237.0571976,1,0,0,0,0,0
469,CCC(C)C1COc2c(cc3nsnc3c2NC)O1,4,19,1.39,279.1041478,1,0,0,1,0,0
470,CCCNc1c2c(cc3nsnc13)OCCO2,2,17,1.44,251.0728477,1,0,0,1,0,0
471,CCCCC1COc2cc3nsnc3c(NCC)c2O1,4,20,1.27,293.1197978,1,0,0,1,0,0
472,CNc1c2c(cc3nsnc13)OCC(CCOC)O2,5,19,1.4,281.0834123,1,0,0,1,0,0
473,CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,18,1.04,263.1204665,1,1,0,0,0,0
474,CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,4,19,1.5,279.1041478,1,0,0,1,0,0
475,CCC1Oc2cc3nsnc3c(NC)c2OC1CC,6,19,1.39,279.1041478,1,0,0,1,0,0
476,CCc1c2c(c(NC)c3nsnc13)CCO2,6,16,1.26,235.077933,1,0,0,0,0,0
477,CCC1COc2cc3nsnc3c(NC)c2O1,4,17,1.41,251.0728477,1,0,0,1,0,0
478,CCC1COc2c(c(C)c3nsnc3c2NC)O1,6,18,1.38,265.0884977,1,0,0,1,0,0
479,CCCNc1c2c(c(C)c3nsnc13)OCCO2,4,18,1.39,265.0884977,1,0,0,1,0,0
480,Cc1c2c(cc3nsnc13)OCC2(C)C,4,15,1.47,220.067034,1,0,0,0,0,0
481,CC(C)c1c2c(cc3nsnc13)OCC2C,4,16,1.52,234.0826841,1,0,0,0,0,0
482,CCCC1Oc2cc3nsnc3c(C)c2OC1CC,6,19,1.56,278.1088988,1,0,0,1,0,0
483,CCC1COc2cc(NC)c3nsnc3c21,4,16,1.39,235.077933,1,0,0,0,0,0
484,CCNc1c2c(cc3nsnc13)OCCO2,3,16,1.27,237.0571976,1,0,0,1,0,0
485,CC(C)c1c2c(cc3nsnc13)OCC2,4,15,1.42,220.067034,1,0,0,0,0,0
486,CC(C)Oc1cc2nsnc2c2c1OCCN2,3,17,1.46,251.0728477,1,0,0,0,0,0
487,CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,8,20,1.41,293.1310312,1,0,1,0,0,0
488,CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,19,1.27,277.1361166,1,1,0,0,0,0
489,CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,6,20,1.1,292.1357823,1,1,0,0,0,0
490,CNc1c2c(cc3nsnc13)OCC(C)O2,4,16,1.43,237.0571976,1,0,0,1,0,0
491,CCNc1c(N(C)CC)ccc2nsnc12,5,16,1.71,236.1095675,1,0,0,0,0,0
492,CNc1c2c(cc3nsnc13)OC(C)CO2,4,16,1.37,237.0571976,1,0,0,1,0,0
493,CCN1CN(CC)c2c1cc1nsnc1c2NC,6,18,1.21,263.1204665,1,1,0,0,0,0
494,CNc1c2c(c(C)c3nsnc13)OCC2,6,15,1.35,221.062283,1,0,0,0,0,0
495,CCCNc1c2c(cc3nsnc13)OCC2,4,16,1.21,235.077933,1,0,0,0,0,0
496,CCNc1c(N(C)C)ccc2nsnc12,5,15,1.56,222.0939174,1,0,0,0,0,0
497,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,6,19,1.06,277.1361166,1,1,0,0,0,0
498,CCC(C)C1COc2cc3nsnc3c(NC)c2O1,4,19,1.39,279.1041478,1,0,0,1,0,0
499,CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,4,21,1.38,302.1452843,1,0,0,0,1,0
500,CCC1COc2c(cc3nsnc3c2NC)O1,5,17,1.43,251.0728477,1,0,0,1,0,0
501,c1cc2nsnc2c2c1CCCN2,2,13,1.48,191.0517183,1,0,0,0,0,0
502,CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,4,22,1.63,316.1721678,1,0,0,0,1,0
503,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,4,22,1.59,317.1561834,1,0,0,0,0,1
504,CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,3,20,1.36,287.1456187,1,0,0,0,1,0
505,CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,3,22,1.55,316.1609344,1,0,0,0,0,1
506,CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,6,18,1.29,262.1252176,1,0,1,0,0,0
507,CNc1cc(OC)c(C)c2nsnc12,6,14,1.39,209.062283,1,0,0,0,0,0
509,CCN(C)c1c(OC)cc2nsnc2c1C,7,16,1.64,237.0935831,1,0,0,0,0,0
510,Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,5,18,1.15,265.0884977,1,0,0,1,0,0
511,CC1Cc2c(OC(C)C)cc3nsnc3c2N1,4,17,1.43,249.0935831,1,0,0,0,0,0
512,COc1c2c(c(C)c3nsnc13)CCC2,6,15,1.5,220.067034,1,0,0,0,0,0
513,COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,4,22,1.41,318.1401989,1,0,0,0,0,1
514,Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,4,17,1.5,250.0775987,1,0,0,1,0,0
515,CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,4,16,1.71,233.062283,1,0,0,0,0,0
516,CCCN1CCCc2cc3nsnc3cc21,3,16,1.3,233.0986685,1,0,0,0,0,0
517,CN1CCc2c(ccc3nsnc23)C1,4,14,1.33,205.0673684,1,0,0,0,0,0
518,CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,6,22,1.36,315.1769188,1,0,0,0,1,0
519,CCc1ccc(NC(C)C)c2nsnc12,4,15,1.46,221.0986685,1,0,0,0,0,0
520,CCCc1c2c(c(OC)c3nsnc13)OCCO2,4,18,1.44,266.0725133,1,0,0,1,0,0
521,Cc1cc2c(c3nsnc13)OCCN2C,4,15,1.44,221.062283,1,0,0,0,0,0
522,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,8,19,1.25,280.0993968,1,1,0,0,0,0
523,Cc1cc2nsnc2c2c1C(N(C)C)CO2,6,16,1.6,235.077933,1,0,0,0,0,0
524,C1COc2c3c(c4nsnc4c2N1)CCO3,3,16,1.39,235.0415475,1,0,0,0,0,0
525,CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,8,19,1.09,279.1153812,1,1,0,0,0,0
526,Cc1cc(CC(C)C)c(C)c2nsnc12,6,15,1.52,220.1034195,1,0,0,0,0,0
527,CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],6,21,1.41,305.1310312,1,0,1,0,0,0
528,COc1cc2c(c3nsnc13)OC(C)CO2,4,16,1.51,238.0412132,1,0,0,0,0,0
529,CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,4,21,1.38,300.1660198,1,0,0,0,1,0
530,CCCc1cc2nsnc2c(C)c1CC,6,15,1.51,220.1034195,1,0,0,0,0,0
532,CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,5,22,1.34,316.1609344,1,0,0,0,1,0
533,CCOc1c2c(cc3nsnc13)OCC(C)O2,4,17,1.56,252.0568632,1,0,0,1,0,0
535,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,6,20,1.17,290.1565177,1,1,0,0,0,0
536,CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,4,19,1.29,272.1347196,1,0,0,0,1,0
537,CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,4,20,1.69,295.0626769,1,0,0,1,0,0
538,CN1CCOCc2c1ccc1nsnc21,4,15,1.48,221.062283,1,0,0,0,0,0
539,COc1cc(C)c2nsnc2c1NC(C)C,6,16,1.24,237.0935831,1,0,0,0,0,0
541,CCCc1c(OC)cc(C)c2nsnc12,6,15,1.51,222.0826841,1,0,0,0,0,0
542,COc1cc2c(c3nsnc13)OCCO2,3,15,1.52,224.0255631,1,0,0,0,0,0
543,CCC(C)c1cc(C)c(OC)c2nsnc12,6,16,1.53,236.0983341,1,0,0,0,0,0
544,CCOc1ccc2nsnc2c1NC,4,14,1.51,209.062283,1,0,0,0,0,0
545,CN(C)CCN(C)c1cccc2nsnc12,5,16,1.45,236.1095675,1,0,0,0,0,0
546,COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],6,16,1.74,237.0571976,1,0,0,0,0,0
547,COc1cc2c(c3nsnc13)OCC2OC,5,16,1.76,238.0412132,1,0,0,0,0,0
548,COc1c2c(c(C)c3nsnc13)CCO2,6,15,1.47,222.0462986,1,0,0,0,0,0
549,CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,4,19,1.39,272.1347196,1,0,0,0,0,1
551,CN1CC(C)(C)c2c1ccc1nsnc21,3,15,1.49,219.0830184,1,0,0,0,0,0
552,CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,19,1.15,278.1201322,1,1,0,0,0,0
553,COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,5,16,1.65,235.0415475,1,0,0,0,0,0
554,CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,8,19,1.18,278.1201322,1,1,0,0,0,0
555,CCOC1N(C)c2cc3nsnc3cc2N1C,6,17,0.97,250.0888321,1,1,0,0,0,0
556,CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,8,20,1.31,294.1150468,1,0,1,0,0,0
557,CCCCc1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.28,276.1408676,1,0,1,0,0,0
558,CCCOc1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.36,278.1201322,1,0,1,0,0,0
559,CNc1cc(CCOC)cc2nsnc12,5,15,1.49,223.077933,1,0,0,0,0,0
560,CCCc1c(C)cc(C)c2nsnc12,6,14,1.57,206.0877694,1,0,0,0,0,0
561,CC1CCc2c(c3c(c4nsnc24)NCC3)O1,4,17,1.39,247.077933,1,0,0,0,0,0
562,CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,6,20,1.23,291.1517667,1,0,1,0,0,0
563,CCCC1Oc2ccc3nsnc3c2OC1C,3,17,1.61,250.0775987,1,0,0,0,0,0
564,CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,8,19,1.27,279.1153812,1,1,0,0,0,0
565,CC(C)Cc1cc2c(c3nsnc13)CCCO2,4,17,1.49,248.0983341,1,0,0,0,0,0
566,CNc1c2c(c(CCOC)c3nsnc13)OCCO2,6,19,1.42,281.0834123,1,0,0,1,0,0
568,CC1COc2c(cc3nsnc3c2N(C)C)O1,6,17,1.46,251.0728477,1,0,0,1,0,0
569,CCc1cc2c(c3nsnc13)OCC(CC)O2,4,17,1.56,250.0775987,1,0,0,0,0,0
570,CCCCc1ccc(C(C)C)c2nsnc12,4,16,1.51,234.1190696,1,0,0,0,0,0
571,CCCOc1c2c(cc3nsnc13)OC(C)C2,4,17,1.51,250.0775987,1,0,0,0,0,0
572,CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,8,20,1.26,290.1565177,1,0,1,0,0,0
574,CCOc1cc2nsnc2c2c1CCC2,4,15,1.45,220.067034,1,0,0,0,0,0
575,CCc1c(OC)cc(N(C)C)c2nsnc12,7,16,1.33,237.0935831,1,0,0,0,0,0
576,CCc1cc2c(c3nsnc13)NCCO2,3,15,1.46,221.062283,1,0,0,0,0,0
577,CCC1COc2c1cc1nsnc1c2C,4,15,1.52,220.067034,1,0,0,0,0,0
578,CCOc1c2c(c(NC)c3nsnc13)OCC(C)O2,6,19,1.45,281.0834123,1,0,0,1,0,0
579,CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,6,21,1.33,304.1721678,1,0,1,0,0,0
580,c1cc2nsnc2c2c1OCCN2,1,13,1.52,193.0309828,1,0,0,0,0,0
581,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,6,20,1.11,290.1565177,1,1,0,0,0,0
582,CCc1c2c(c(C)c3nsnc13)CC(C)C2,6,16,1.41,232.1034195,1,0,0,0,0,0
583,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,7,21,1.35,308.1306969,1,0,1,0,0,0
584,Cc1c2c(cc3nsnc13)N(C)CCC2,5,15,1.32,219.0830184,1,0,0,0,0,0
585,CCC1Cc2c(C)cc3nsnc3c2[NH+]=C1[O-],4,17,1.67,247.077933,1,0,0,0,0,0
586,COc1cc2c(c3nsnc13)NCC(C)C2,4,16,1.46,235.077933,1,0,0,0,0,0
587,CC(C)COCCC1COc2cc3nsnc3cc2O1,3,20,1.65,294.1038134,1,0,0,1,0,0
588,Cc1cc2nsnc2c2c1OC(C(C)C)CO2,4,17,1.49,250.0775987,1,0,0,0,0,0
589,CCCc1ccc(/[NH+]=C(\C)[O-])c2nsnc12,4,16,1.72,235.077933,1,0,0,0,0,0
590,CCOc1c2c(cc3nsnc13)OCC(CC)O2,4,18,1.5,266.0725133,1,0,0,1,0,0
591,CC/C([O-])=[N+](/C)c1cccc2nsnc12,3,15,1.87,221.062283,1,0,0,0,0,0
592,CCc1c(N(C)C)ccc2nsnc12,5,14,1.46,207.0830184,1,0,0,0,0,0
593,Cc1cc2nsnc2c(OC(C)C)c1C,6,15,1.54,222.0826841,1,0,0,0,0,0
594,CCC1COc2cc3nsnc3c(NC(C)C)c2O1,4,19,1.27,279.1041478,1,0,0,1,0,0
595,Cc1cc(C(C)C)c2nsnc2c1C,6,14,1.5,206.0877694,1,0,0,0,0,0
597,Cc1c2c(c3nsnc3c1C)OCCC2,6,15,1.43,220.067034,1,0,0,0,0,0
598,COCCNc1c2c(cc3nsnc13)OC(C)CO2,5,19,1.45,281.0834123,1,0,0,1,0,0
599,CCC(C)N1CCN(C)c2cc3nsnc3cc21,4,18,1.23,262.1252176,1,0,1,0,0,0
600,COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,5,20,1.4,288.1296343,1,0,0,0,0,1
601,CCNc1ccc(CCOC)c2nsnc12,5,16,1.38,237.0935831,1,0,0,0,0,0
602,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,21,1.41,305.1310312,1,0,1,0,0,0
603,CCCCc1ccc2nsnc2c1C,4,14,1.53,206.0877694,1,0,0,0,0,0
604,COc1c2c(cc3nsnc13)OCC(C)O2,4,16,1.5,238.0412132,1,0,0,1,0,0
605,CCc1ccc(NC(C)CC)c2nsnc12,4,16,1.46,235.1143185,1,0,0,0,0,0
607,CCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,6,19,1.49,280.0881634,1,0,0,1,0,0
608,CCCCN(CC)c1c2c(cc3nsnc13)C1CCC2C1,3,21,1.4,301.1612687,1,0,0,0,1,0
609,COc1c2c(cc3nsnc13)C1CCC2C1,2,16,1.49,232.067034,1,0,0,0,1,0
610,CCOCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,5,21,1.29,303.1405333,1,0,0,0,1,0
611,CCCCNc1cc2c(c3nsnc13)CCC2,4,17,1.43,247.1143185,1,0,0,0,0,0
612,C/C([O-])=[N+]1/CCC(C)c2ccc3nsnc3c21,3,17,1.76,247.077933,1,0,0,0,0,0
613,CCCc1c(C(C)C)ccc2nsnc12,4,15,1.61,220.1034195,1,0,0,0,0,0
614,CCN1CCN(CCOC)c2cc3nsnc3cc21,5,19,1.19,278.1201322,1,0,1,0,0,0
615,CCCc1c2c(cc3nsnc13)N(C)CN2C,6,17,1.13,248.1095675,1,1,0,0,0,0
616,CCOc1cc(OC)c2nsnc2c1CC,6,16,1.48,238.0775987,1,0,0,0,0,0
617,CCOc1c2c(cc3nsnc13)OC(C)CO2,4,17,1.56,252.0568632,1,0,0,1,0,0
618,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CC(C)O2,4,17,1.71,249.0571976,1,0,0,0,0,0
619,CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,5,22,1.38,318.1514323,1,0,0,0,0,1
620,CCN(C)CCOc1c2c(cc3nsnc13)C1CCC2CC1,4,22,1.6,317.1561834,1,0,0,0,0,1
621,CN(C)c1c2c(cc3nsnc13)N(C)CC2,6,16,1.3,234.0939174,1,0,0,0,0,0
623,COc1ccc(N(C)C)c2nsnc12,5,14,1.43,209.062283,1,0,0,0,0,0
624,CC/C([O-])=[NH+]\c1cc(OC)cc2nsnc12,4,16,1.7,237.0571976,1,0,0,0,0,0
625,CCN(c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,5,22,1.34,315.1769188,1,0,0,0,0,1
626,Cc1cc2c(c3nsnc13)CC(C)C2,4,14,1.56,204.0721194,1,0,0,0,0,0
627,CCCc1c2c(cc3nsnc13)C1CCC2C1,2,17,1.42,244.1034195,1,0,0,0,1,0
628,CCOc1ccc2nsnc2c1/[NH+]=C(\C)[O-],4,16,1.71,237.0571976,1,0,0,0,0,0
629,CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,2,22,1.65,315.1405333,1,0,0,0,0,1
630,COc1c(C)c(CC(C)C)cc2nsnc12,6,16,1.58,236.0983341,1,0,0,0,0,0
631,CNc1ccc(/[N+](C)=C(\C)[O-])c2nsnc12,5,16,1.64,236.073182,1,0,0,0,0,0
632,Cc1c2c(c3nsnc3c1C)C(C)C(C)O2,6,16,1.5,234.0826841,1,0,0,0,0,0
633,CCN(C)c1cccc2nsnc12,3,13,1.66,193.0673684,1,0,0,0,0,0
634,CCOc1c(C)cc(OC)c2nsnc12,6,15,1.4,224.0619486,1,0,0,0,0,0
635,CC(C)COc1cc2nsnc2c2c1OCC2,4,17,1.37,250.0775987,1,0,0,0,0,0
636,CC1Cc2c3c(c4nsnc4c2C1)CCC3,4,16,1.48,230.0877694,1,0,0,0,0,0
637,CCNc1cc2c(c3nsnc13)CCC2C,4,16,1.43,233.0986685,1,0,0,0,0,0
638,COc1c(C)c(N(C)C)cc2nsnc12,7,15,1.53,223.077933,1,0,0,0,0,0
639,CCOc1c(C)c(OC)c(C)c2nsnc12,8,16,1.56,238.0775987,1,0,0,0,0,0
640,CCc1c(OC)c(OC)c2nsnc2c1C,8,16,1.57,238.0775987,1,0,0,0,0,0
641,CCCOc1c(CC)ccc2nsnc12,4,15,1.63,222.0826841,1,0,0,0,0,0
642,CCc1c2c(c3nsnc3c1C)CC(C)C2,6,16,1.49,232.1034195,1,0,0,0,0,0
643,Cc1cc2c(c3nsnc13)CCO2,4,13,1.54,192.0357339,1,0,0,0,0,0
644,CCCc1cc2nsnc2c2c1CCCO2,4,16,1.47,234.0826841,1,0,0,0,0,0
645,CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,8,20,1.33,292.1470156,1,0,1,0,0,0
646,CCN(C)c1cc2c(c3nsnc13)NCC2,5,16,1.45,234.0939174,1,0,0,0,0,0
647,Cc1ccc2nsnc2c1N(C)CC(C)C,5,16,1.58,235.1143185,1,0,0,0,0,0
648,COc1c2c(cc3nsnc13)N(C)CC2C,5,16,1.36,235.077933,1,0,0,0,0,0
649,CCCCN1CCCc2cc3nsnc3cc21,3,17,1.51,247.1143185,1,0,0,0,0,0
